image,threshold
kaz01_0260,138.0
kaz01_0261,149.0
kaz01_0262,140.0
kaz01_0263,151.0
kaz01_0264,139.0
kaz01_0265,150.0
kaz01_0266,136.0
kaz01_0267,145.0
kaz01_0268,145.0
kaz01_0269,152.0
kaz01_0270,141.0
kaz01_0271,149.0
kaz01_0272,143.0
kaz01_0273,151.0
kaz01_0274,142.0
kaz01_0275,149.0
kaz01_0276,144.0
kaz01_0277,151.0
kaz01_0278,143.0
kaz01_0279,154.0
kaz01_0280,139.0
kaz01_0281,153.0
kaz01_0282,138.0
kaz01_0283,144.0
kaz01_0284,143.0
kaz01_0285,153.0
kaz01_0286,138.0
kaz01_0287,149.0
kaz01_0288,143.0
kaz01_0289,150.0
kaz01_0290,141.0
kaz01_0291,146.0
kaz01_0292,138.0
kaz01_0293,145.0
kaz01_0294,135.0
kaz01_0295,148.0
kaz01_0296,136.0
kaz01_0297,151.0
kaz01_0298,145.0
kaz01_0299,154.0
kaz01_0300,142.0
kaz01_0301,150.0
kaz01_0302,143.0
kaz01_0303,146.0
kaz01_0304,142.0
kaz01_0305,149.0
kaz01_0306,142.0
kaz01_0307,151.0
kaz01_0308,143.0
kaz01_0309,153.0
kaz01_0310,146.0
kaz01_0311,148.0
kaz01_0312,141.0
kaz01_0313,150.0
kaz01_0314,150.0
kaz01_0315,151.0
kaz01_0316,143.0
kaz01_0317,150.0
kaz01_0318,151.0
kaz01_0319,148.0
kaz01_0320,142.0
kaz01_0321,148.0
kaz01_0322,146.0
kaz01_0323,147.0
kaz01_0324,143.0
kaz01_0325,153.0
kaz01_0326,140.0
kaz01_0327,149.0
kaz01_0328,142.0
kaz01_0329,148.0
kaz01_0330,137.0
kaz01_0331,147.0
kaz01_0332,139.0
kaz01_0333,149.0
kaz01_0334,140.0
kaz01_0335,147.0
kaz01_0336,139.0
kaz01_0337,153.0
kaz01_0338,140.0
kaz01_0339,150.0
kaz01_0340,147.0
kaz01_0341,155.0
kaz01_0342,138.0
kaz01_0343,148.0
kaz01_0344,143.0
kaz01_0345,150.0
kaz01_0346,142.0
kaz01_0347,154.0
kaz01_0348,139.0
kaz01_0349,149.0
kaz01_0350,144.0
kaz01_0351,153.0
kaz01_0352,138.0
kaz01_0353,147.0
kaz01_0354,142.0
kaz01_0355,148.0
kaz01_0356,143.0
kaz01_0357,141.0
kaz01_0358,138.0
kaz01_0359,145.0
kaz01_0360,142.0
kaz01_0361,140.0
kaz01_0362,138.0
kaz01_0363,147.0
kaz01_0364,135.0
kaz01_0365,138.0
kaz01_0366,139.0
kaz01_0367,144.0
kaz01_0368,133.0
kaz01_0369,142.0
kaz01_0370,134.0
kaz01_0371,146.0
kaz01_0372,139.0
kaz01_0373,145.0
kaz01_0374,136.0
kaz01_0375,144.0
kaz01_0376,137.0
kaz01_0377,148.0
kaz01_0378,141.0
kaz01_0379,150.0
kaz01_0380,145.0
kaz01_0381,148.0
kaz01_0382,141.0
kaz01_0383,153.0
kaz01_0384,139.0
kaz01_0385,146.0
kaz01_0386,137.0
kaz01_0387,148.0
kaz01_0388,139.0
kaz01_0389,143.0
kaz01_0390,136.0
kaz01_0391,146.0
kaz01_0392,134.0
kaz01_0393,147.0
kaz01_0394,139.0
kaz01_0395,147.0
kaz01_0396,137.0
kaz01_0397,145.0
kaz01_0398,138.0
kaz01_0399,146.0
kaz01_0400,136.0
kaz01_0401,145.0
kaz01_0402,144.0
kaz01_0403,153.0
kaz01_0404,142.0
kaz01_0405,155.0
kaz01_0406,143.0
kaz01_0407,150.0
kaz01_0408,138.0
kaz01_0409,139.0
kaz01_0410,140.0
kaz01_0411,147.0
kaz01_0412,137.0
kaz01_0413,144.0
kaz01_0414,142.0
kaz01_0415,149.0
kaz01_0416,138.0
kaz01_0417,150.0
kaz01_0418,146.0
kaz01_0419,149.0
kaz01_0420,145.0
kaz01_0421,147.0
kaz01_0422,138.0
kaz01_0423,144.0
kaz01_0424,140.0
kaz01_0425,149.0
kaz01_0426,138.0
kaz01_0427,151.0
kaz01_0428,138.0
kaz01_0429,146.0
kaz01_0430,143.0
kaz01_0431,144.0
kaz01_0432,135.0
kaz01_0433,148.0
kaz01_0434,140.0
kaz01_0435,149.0
kaz01_0436,140.0
kaz01_0437,152.0
kaz01_0438,141.0
kaz01_0439,150.0
kaz01_0440,140.0
kaz01_0441,145.0
kaz01_0442,141.0
kaz01_0443,146.0
kaz01_0444,138.0
kaz01_0445,146.0
kaz01_0446,135.0
kaz01_0447,148.0
kaz01_0448,136.0
kaz01_0449,149.0
kaz01_0450,145.0
kaz01_0451,155.0
kaz01_0452,141.0
kaz01_0453,143.0
kaz01_0454,143.0
kaz01_0455,148.0
kaz01_0456,141.0
kaz01_0457,149.0
kaz01_0458,143.0
kaz01_0459,146.0
kaz01_0460,143.0
kaz01_0461,150.0
kaz01_0462,139.0
kaz01_0463,155.0
kaz01_0464,143.0
kaz01_0465,156.0
kaz01_0466,142.0
kaz01_0467,150.0
kaz01_0468,144.0
kaz01_0469,151.0
kaz01_0470,144.0
kaz01_0471,155.0
kaz01_0472,138.0
kaz01_0473,149.0
kaz01_0474,144.0
kaz01_0475,152.0
kaz01_0476,137.0
kaz01_0477,150.0
kaz01_0478,138.0
kaz01_0479,139.0
kaz01_0480,142.0
kaz01_0481,148.0
kaz01_0482,141.0
kaz01_0483,148.0
kaz01_0484,142.0
kaz01_0485,153.0
kaz01_0486,142.0
kaz01_0487,149.0
kaz01_0488,140.0
kaz01_0489,151.0
kaz01_0490,146.0
kaz01_0491,155.0
kaz01_0492,145.0
kaz01_0493,148.0
kaz01_0494,141.0
kaz01_0495,153.0
kaz01_0496,140.0
kaz01_0497,145.0
kaz01_0498,144.0
kaz01_0499,148.0
kaz01_0500,142.0
kaz01_0501,147.0
kaz01_0502,137.0
kaz01_0503,153.0
kaz01_0504,139.0
kaz01_0505,151.0
kaz01_0506,143.0
kaz01_0507,147.0
kaz01_0508,138.0
kaz01_0509,141.0
kaz01_0510,142.0
kaz01_0511,146.0
kaz01_0512,138.0
kaz01_0513,151.0
kaz01_0514,143.0
kaz01_0515,152.0
kaz01_0516,145.0
kaz01_0517,155.0
kaz01_0518,144.0
kaz01_0519,154.0
kaz01_0520,142.0
kaz01_0521,150.0
kaz01_0522,139.0
kaz01_0523,152.0
kaz01_0524,146.0
kaz01_0525,150.0
kaz01_0526,145.0
kaz01_0527,151.0
kaz01_0528,142.0
kaz01_0529,146.0
kaz01_0530,143.0
kaz01_0531,147.0
kaz01_0532,143.0
kaz01_0533,145.0
kaz01_0534,143.0
kaz01_0535,143.0
kaz01_0536,142.0
kaz01_0537,149.0
kaz01_0538,144.0
kaz01_0539,145.0
kaz01_0540,142.0
kaz01_0541,147.0
kaz01_0542,142.0
kaz01_0543,147.0
kaz01_0544,142.0
kaz01_0545,148.0
kaz01_0546,141.0
kaz01_0547,144.0
kaz01_0548,140.0
kaz01_0549,146.0
kaz01_0550,139.0
kaz01_0551,144.0
kaz01_0552,140.0
kaz01_0553,139.0
kaz01_0554,137.0
kaz01_0555,144.0
kaz01_0556,134.0
kaz01_0557,140.0
kaz01_0558,138.0
kaz01_0559,147.0
kaz01_0560,134.0
kaz01_0561,150.0
kaz01_0562,143.0
kaz01_0563,147.0
kaz01_0564,146.0
kaz01_0565,147.0
kaz01_0566,142.0
kaz01_0567,149.0
kaz01_0568,143.0
kaz01_0569,147.0
kaz01_0570,143.0
kaz01_0571,150.0
kaz01_0572,141.0
kaz01_0573,145.0
kaz01_0574,141.0
kaz01_0575,147.0
kaz01_0576,139.0
kaz01_0577,145.0
kaz01_0578,140.0
kaz01_0579,144.0
kaz01_0580,137.0
kaz01_0581,143.0
kaz01_0582,137.0
kaz01_0583,144.0
kaz01_0584,135.0
kaz01_0585,145.0
kaz01_0586,144.0
kaz01_0587,148.0
kaz01_0588,140.0
kaz01_0589,140.0
kaz01_0590,144.0
kaz01_0591,149.0
kaz01_0592,139.0
kaz01_0593,145.0
kaz01_0594,140.0
kaz01_0595,148.0
kaz01_0596,145.0
kaz01_0597,147.0
kaz01_0598,144.0
kaz01_0599,148.0
kaz01_0600,142.0
kaz01_0601,147.0
kaz01_0602,137.0
kaz01_0603,147.0
kaz01_0604,138.0
kaz01_0605,148.0
kaz01_0606,140.0
kaz01_0607,146.0
kaz01_0608,139.0
kaz01_0609,146.0
kaz01_0610,141.0
kaz01_0611,147.0
kaz01_0612,138.0
kaz01_0613,146.0
kaz01_0614,141.0
kaz01_0615,147.0
kaz01_0616,137.0
kaz01_0617,146.0
kaz01_0618,140.0
kaz01_0619,149.0
kaz01_0620,138.0
kaz01_0621,146.0
kaz01_0622,141.0
kaz01_0623,149.0
kaz01_0624,138.0
kaz01_0625,153.0
kaz01_0626,145.0
kaz01_0627,147.0
kaz01_0628,141.0
kaz01_0629,148.0
kaz01_0630,145.0
kaz01_0631,148.0
kaz01_0632,143.0
kaz01_0633,144.0
kaz01_0634,142.0
kaz01_0635,146.0
kaz01_0636,139.0
kaz01_0637,147.0
kaz01_0638,136.0
kaz01_0639,147.0
kaz01_0640,138.0
kaz01_0641,146.0
kaz01_0642,141.0
kaz01_0643,147.0
kaz01_0644,139.0
kaz01_0645,146.0
kaz01_0646,139.0
kaz01_0647,142.0
kaz01_0648,139.0
kaz01_0649,148.0
kaz01_0650,140.0
kaz01_0651,143.0
kaz01_0652,138.0
kaz01_0653,145.0
kaz01_0654,138.0
kaz01_0655,146.0
kaz01_0656,141.0
kaz01_0657,149.0
kaz01_0658,143.0
kaz01_0659,145.0
kaz01_0660,140.0
kaz01_0661,150.0
kaz01_0662,143.0
kaz01_0663,153.0
kaz01_0664,140.0
kaz01_0665,147.0
kaz01_0666,141.0
kaz01_0667,150.0
kaz01_0668,140.0
kaz01_0669,148.0
kaz01_0670,139.0
kaz01_0671,149.0
kaz01_0672,140.0
kaz01_0673,146.0
kaz01_0674,139.0
kaz01_0675,145.0
kaz01_0676,147.0
kaz01_0677,143.0
kaz01_0678,139.0
kaz01_0679,140.0
kaz01_0680,141.0
kaz01_0681,142.0
kaz01_0682,141.0
kaz01_0683,144.0
kaz01_0684,144.0
kaz01_0685,151.0
kaz01_0686,140.0
kaz01_0687,145.0
kaz01_0688,141.0
kaz01_0689,144.0
kaz01_0690,144.0
kaz01_0691,146.0
kaz01_0692,141.0
kaz01_0693,144.0
kaz01_0694,142.0
kaz01_0695,144.0
kaz01_0696,139.0
kaz01_0697,151.0
kaz01_0698,142.0
kaz01_0699,146.0
kaz01_0700,145.0
kaz01_0701,144.0
kaz01_0702,142.0
kaz01_0703,146.0
kaz01_0704,140.0
kaz01_0705,145.0
kaz01_0706,138.0
kaz01_0707,146.0
kaz01_0708,138.0
kaz01_0709,145.0
kaz01_0710,137.0
kaz01_0711,146.0
kaz01_0712,140.0
kaz01_0713,148.0
kaz01_0714,140.0
kaz01_0715,147.0
kaz01_0716,141.0
kaz01_0717,147.0
kaz01_0718,140.0
kaz01_0719,147.0
kaz01_0720,141.0
kaz01_0721,148.0
kaz01_0722,138.0
kaz01_0723,149.0
kaz01_0724,143.0
kaz01_0725,149.0
kaz01_0726,142.0
kaz01_0727,146.0
kaz01_0728,140.0
kaz01_0729,152.0
kaz01_0730,137.0
kaz01_0731,145.0
kaz01_0732,142.0
kaz01_0733,151.0
kaz01_0734,141.0
kaz01_0735,146.0
kaz01_0736,140.0
kaz01_0737,146.0
kaz01_0738,141.0
kaz01_0739,144.0
kaz01_0740,141.0
kaz01_0741,141.0
kaz01_0742,142.0
kaz01_0743,142.0
kaz01_0744,141.0
kaz01_0745,145.0
kaz01_0746,145.0
kaz01_0747,143.0
kaz01_0748,142.0
kaz01_0749,142.0
kaz01_0750,139.0
kaz01_0751,152.0
kaz01_0752,140.0
kaz01_0753,142.0
kaz01_0754,140.0
kaz01_0755,152.0
kaz01_0756,141.0
kaz01_0757,145.0
kaz01_0758,143.0
kaz01_0759,141.0
kaz01_0760,140.0
kaz01_0761,146.0
kaz01_0762,140.0
kaz01_0763,146.0
kaz01_0764,143.0
kaz01_0765,150.0
kaz01_0766,138.0
kaz01_0767,152.0
kaz01_0768,140.0
kaz01_0769,147.0
kaz01_0770,139.0
kaz01_0771,146.0
kaz01_0772,142.0
kaz01_0773,149.0
kaz01_0774,140.0
kaz01_0775,149.0
kaz01_0776,143.0
kaz01_0777,149.0
kaz01_0778,142.0
kaz01_0779,154.0
kaz01_0780,142.0
kaz01_0781,149.0
kaz01_0782,144.0
kaz01_0783,148.0
kaz01_0784,141.0
kaz01_0785,147.0
kaz01_0786,141.0
kaz01_0787,147.0
kaz01_0788,138.0
kaz01_0789,149.0
kaz01_0790,143.0
kaz01_0791,150.0
kaz01_0792,137.0
kaz01_0793,145.0
kaz01_0794,151.0
kaz01_0795,146.0
kaz01_0796,140.0
kaz01_0797,152.0
kaz01_0798,144.0
kaz01_0799,147.0
kaz01_0800,139.0
kaz01_0801,146.0
kaz01_0802,145.0
kaz01_0803,142.0
kaz01_0804,143.0
kaz01_0805,149.0
kaz01_0806,143.0
kaz01_0807,150.0
kaz01_0808,139.0
kaz01_0809,155.0
kaz01_0810,139.0
kaz01_0811,151.0
kaz01_0812,142.0
kaz01_0813,146.0
kaz01_0814,139.0
kaz01_0815,147.0
kaz01_0816,139.0
kaz01_0817,145.0
kaz01_0818,141.0
kaz01_0819,148.0
kaz01_0820,149.0
kaz01_0821,149.0
kaz01_0822,144.0
kaz01_0823,152.0
kaz01_0824,143.0
kaz01_0825,146.0
kaz01_0826,141.0
kaz01_0827,150.0
kaz01_0828,142.0
kaz01_0829,145.0
kaz01_0830,140.0
kaz01_0831,148.0
kaz01_0832,144.0
kaz01_0833,148.0
kaz01_0834,147.0
kaz01_0835,148.0
kaz01_0836,142.0
kaz01_0837,145.0
kaz01_0838,140.0
kaz01_0839,154.0
kaz01_0840,140.0
kaz01_0841,145.0
kaz01_0842,146.0
kaz01_0843,146.0
kaz01_0844,146.0
kaz01_0845,147.0
kaz01_0846,140.0
kaz01_0847,153.0
kaz01_0848,142.0
kaz01_0849,145.0
kaz01_0850,142.0
kaz01_0851,146.0
kaz01_0852,141.0
kaz01_0853,149.0
kaz01_0854,147.0
kaz01_0855,151.0
kaz01_0856,139.0
kaz01_0857,148.0
kaz01_0858,141.0
kaz01_0859,146.0
kaz01_0860,144.0
kaz01_0861,150.0
kaz01_0862,140.0
kaz01_0863,144.0
kaz01_0864,141.0
kaz01_0865,141.0
kaz01_0866,141.0
kaz01_0867,147.0
kaz01_0868,142.0
kaz01_0869,142.0
kaz01_0870,142.0
kaz01_0871,145.0
kaz01_0872,137.0
kaz01_0873,150.0
kaz01_0874,140.0
kaz01_0875,150.0
kaz01_0876,145.0
kaz01_0877,151.0
kaz01_0878,143.0
kaz01_0879,153.0
kaz01_0880,142.0
kaz01_0881,150.0
kaz01_0882,139.0
kaz01_0883,146.0
kaz01_0884,147.0
kaz01_0885,145.0
kaz01_0886,141.0
kaz01_0887,148.0
kaz01_0888,143.0
kaz01_0889,151.0
kaz01_0890,138.0
kaz01_0891,148.0
kaz01_0892,137.0
kaz01_0893,149.0
kaz01_0894,148.0
kaz01_0895,150.0
kaz01_0896,138.0
kaz01_0897,148.0
kaz01_0898,141.0
kaz01_0899,153.0
kaz01_0900,139.0
kaz01_0901,147.0
kaz01_0902,137.0
kaz01_0903,152.0
kaz01_0904,141.0
kaz01_0905,145.0
kaz01_0906,139.0
kaz01_0907,148.0
kaz01_0908,144.0
kaz01_0909,144.0
kaz01_0910,139.0
kaz01_0911,145.0
kaz01_0912,139.0
kaz01_0913,144.0
kaz01_0914,140.0
kaz01_0915,143.0
kaz01_0916,143.0
kaz01_0917,143.0
kaz01_0918,137.0
kaz01_0919,142.0
kaz01_0920,141.0
kaz01_0921,146.0
kaz01_0922,141.0
kaz01_0923,148.0
kaz01_0924,142.0
kaz01_0925,148.0
kaz01_0926,140.0
kaz01_0927,147.0
kaz01_0928,142.0
kaz01_0929,139.0
kaz01_0930,138.0
kaz01_0931,145.0
kaz01_0932,140.0
kaz01_0933,142.0
kaz01_0934,140.0
kaz01_0935,149.0
kaz01_0936,135.0
kaz01_0937,148.0
kaz01_0938,139.0
kaz01_0939,148.0
kaz01_0940,141.0
kaz01_0941,146.0
kaz01_0942,137.0
kaz01_0943,148.0
kaz01_0944,141.0
kaz01_0945,150.0
kaz01_0946,140.0
kaz01_0947,144.0
kaz01_0948,143.0
kaz01_0949,144.0
kaz01_0950,139.0
kaz01_0951,150.0
kaz01_0952,143.0
kaz01_0953,144.0
kaz01_0954,138.0
kaz01_0955,142.0
kaz01_0956,138.0
kaz01_0957,143.0
kaz01_0958,139.0
kaz01_0959,141.0
kaz01_0960,135.0
kaz01_0961,145.0
kaz01_0962,136.0
kaz01_0963,142.0
kaz01_0964,138.0
kaz01_0965,142.0
kaz01_0966,136.0
kaz01_0967,147.0
kaz01_0968,140.0
kaz01_0969,144.0
kaz01_0970,137.0
kaz01_0971,147.0
kaz01_0972,141.0
kaz01_0973,139.0
kaz01_0974,139.0
kaz01_0975,140.0
kaz01_0976,132.0
kaz01_0977,142.0
kaz01_0978,145.0
kaz01_0979,148.0
kaz01_0980,141.0
kaz01_0981,145.0
kaz01_0982,140.0
kaz01_0983,150.0
kaz01_0984,140.0
kaz01_0985,142.0
kaz01_0986,139.0
kaz01_0987,141.0
kaz01_0988,140.0
kaz01_0989,142.0
kaz01_0990,140.0
kaz01_0991,144.0
kaz01_0992,141.0
kaz01_0993,139.0
kaz01_0994,137.0
kaz01_0995,141.0
kaz01_0996,134.0
kaz01_0997,139.0
kaz01_0998,138.0
kaz01_0999,142.0
kaz01_1000,135.0
kaz01_1001,147.0
kaz01_1002,143.0
kaz01_1003,142.0
kaz01_1004,138.0
kaz01_1005,145.0
kaz01_1006,139.0
kaz01_1007,145.0
kaz01_1008,139.0
kaz01_1009,148.0
kaz01_1010,135.0
kaz01_1011,141.0
kaz01_1012,145.0
kaz01_1013,141.0
kaz01_1014,140.0
kaz01_1015,143.0
kaz01_1016,145.0
kaz01_1017,143.0
kaz01_1018,142.0
kaz01_1019,145.0
kaz01_1020,142.0
kaz01_1021,142.0
kaz01_1022,141.0
kaz01_1023,144.0
kaz01_1024,135.0
kaz01_1025,144.0
kaz01_1026,140.0
kaz01_1027,145.0
kaz01_1028,140.0
kaz01_1029,144.0
kaz01_1030,140.0
kaz01_1031,144.0
kaz01_1032,137.0
kaz01_1033,142.0
kaz01_1034,142.0
kaz01_1035,143.0
kaz01_1036,139.0
kaz01_1037,141.0
kaz01_1038,140.0
kaz01_1039,148.0
kaz01_1040,141.0
kaz01_1041,140.0
kaz01_1042,138.0
kaz01_1043,143.0
kaz01_1044,140.0
kaz01_1045,143.0
kaz01_1046,137.0
kaz01_1047,141.0
kaz01_1048,136.0
kaz01_1049,139.0
kaz01_1050,134.0
kaz01_1051,139.0
kaz01_1052,137.0
kaz01_1053,144.0
kaz01_1054,135.0
kaz01_1055,139.0
kaz01_1056,136.0
kaz01_1057,143.0
kaz01_1058,138.0
kaz01_1059,145.0
kaz01_1060,136.0
kaz01_1061,148.0
kaz01_1062,137.0
kaz01_1063,145.0
kaz01_1064,140.0
kaz01_1065,144.0
kaz01_1066,141.0
kaz01_1067,149.0
kaz01_1068,143.0
kaz01_1069,139.0
kaz01_1070,142.0
kaz01_1071,146.0
kaz01_1072,146.0
kaz01_1073,146.0
kaz01_1074,141.0
kaz01_1075,141.0
kaz01_1076,140.0
kaz01_1077,146.0
kaz01_1078,139.0
kaz01_1079,146.0
kaz01_1080,139.0
kaz01_1081,145.0
kaz01_1082,137.0
kaz01_1083,144.0
kaz01_1084,139.0
kaz01_1085,144.0
kaz01_1086,138.0
kaz01_1087,145.0
kaz01_1088,139.0
kaz01_1089,144.0
kaz01_1090,139.0
kaz01_1091,145.0
kaz01_1092,138.0
kaz01_1093,144.0
kaz01_1094,139.0
kaz01_1095,143.0
kaz01_1096,141.0
kaz01_1097,143.0
kaz01_1098,138.0
kaz01_1099,146.0
kaz01_1100,137.0
kaz01_1101,142.0
kaz01_1102,139.0
kaz01_1103,145.0
kaz01_1104,141.0
kaz01_1105,141.0
kaz01_1106,140.0
kaz01_1107,145.0
kaz01_1108,141.0
kaz01_1109,146.0
kaz01_1110,138.0
kaz01_1111,144.0
kaz01_1112,138.0
kaz01_1113,142.0
kaz01_1114,143.0
kaz01_1115,148.0
kaz01_1116,139.0
kaz01_1117,140.0
kaz01_1118,142.0
kaz01_1119,148.0
kaz01_1120,136.0
kaz01_1121,151.0
kaz01_1122,139.0
kaz01_1123,147.0
kaz01_1124,142.0
kaz01_1125,147.0
kaz01_1126,140.0
kaz01_1127,146.0
kaz01_1128,138.0
kaz01_1129,142.0
kaz01_1130,144.0
kaz01_1131,148.0
kaz01_1132,138.0
kaz01_1133,141.0
kaz01_1134,142.0
kaz01_1135,147.0
kaz01_1136,139.0
kaz01_1137,144.0
kaz01_1138,137.0
kaz01_1139,144.0
kaz01_1140,140.0
kaz01_1141,144.0
kaz01_1142,140.0
kaz01_1143,141.0
kaz01_1144,142.0
kaz01_1145,139.0
kaz01_1146,140.0
kaz01_1147,147.0
kaz01_1148,149.0
kaz01_1149,141.0
kaz01_1150,140.0
kaz01_1151,143.0
kaz01_1152,137.0
kaz01_1153,142.0
kaz01_1154,138.0
kaz01_1155,144.0
kaz01_1156,138.0
kaz01_1157,142.0
kaz01_1158,143.0
kaz01_1159,139.0
kaz01_1160,136.0
kaz01_1161,140.0
kaz01_1162,138.0
kaz01_1163,142.0
kaz01_1164,138.0
kaz01_1165,143.0
