image,threshold
kaz02_1165,122.0
kaz02_1166,122.0
kaz02_1167,124.0
kaz02_1168,119.0
kaz02_1169,119.0
kaz02_1170,118.0
kaz02_1171,119.0
kaz02_1172,114.0
kaz02_1173,116.0
kaz02_1174,117.0
kaz02_1175,120.0
kaz02_1176,118.0
kaz02_1177,117.0
kaz02_1178,117.0
kaz02_1179,120.0
kaz02_1180,116.0
kaz02_1181,118.0
kaz02_1182,120.0
kaz02_1183,119.0
kaz02_1184,118.0
kaz02_1185,120.0
kaz02_1186,121.0
kaz02_1187,123.0
kaz02_1188,119.0
kaz02_1189,121.0
kaz02_1190,121.0
kaz02_1191,123.0
kaz02_1192,116.0
kaz02_1193,124.0
kaz02_1194,122.0
kaz02_1195,124.0
kaz02_1196,123.0
kaz02_1197,125.0
kaz02_1198,121.0
kaz02_1199,123.0
kaz02_1200,122.0
kaz02_1201,118.0
kaz02_1202,122.0
kaz02_1203,123.0
kaz02_1204,117.0
kaz02_1205,118.0
kaz02_1206,119.0
kaz02_1207,121.0
kaz02_1208,115.0
kaz02_1209,117.0
kaz02_1210,116.0
kaz02_1211,119.0
kaz02_1212,116.0
kaz02_1213,119.0
kaz02_1214,116.0
kaz02_1215,118.0
kaz02_1216,117.0
kaz02_1217,119.0
kaz02_1218,117.0
kaz02_1219,119.0
kaz02_1220,118.0
kaz02_1221,119.0
kaz02_1222,116.0
kaz02_1223,119.0
kaz02_1224,117.0
kaz02_1225,119.0
kaz02_1226,120.0
kaz02_1227,122.0
kaz02_1228,117.0
kaz02_1229,120.0
kaz02_1230,119.0
kaz02_1231,121.0
kaz02_1232,117.0
kaz02_1233,122.0
kaz02_1234,119.0
kaz02_1235,121.0
kaz02_1236,119.0
kaz02_1237,122.0
kaz02_1238,118.0
kaz02_1239,120.0
kaz02_1240,118.0
kaz02_1241,120.0
kaz02_1242,119.0
kaz02_1243,121.0
kaz02_1244,120.0
kaz02_1245,121.0
kaz02_1246,118.0
kaz02_1247,121.0
kaz02_1248,118.0
kaz02_1249,119.0
kaz02_1250,118.0
kaz02_1251,120.0
kaz02_1252,117.0
kaz02_1253,119.0
kaz02_1254,118.0
kaz02_1255,121.0
kaz02_1256,116.0
kaz02_1257,120.0
kaz02_1258,118.0
kaz02_1259,121.0
kaz02_1260,117.0
kaz02_1261,120.0
kaz02_1262,118.0
kaz02_1263,121.0
kaz02_1264,118.0
kaz02_1265,122.0
kaz02_1266,120.0
kaz02_1267,123.0
kaz02_1268,120.0
kaz02_1269,123.0
kaz02_1270,121.0
kaz02_1271,124.0
kaz02_1272,119.0
kaz02_1273,121.0
kaz02_1274,120.0
kaz02_1275,123.0
kaz02_1276,120.0
kaz02_1277,123.0
kaz02_1278,121.0
kaz02_1279,123.0
kaz02_1280,119.0
kaz02_1281,119.0
kaz02_1282,119.0
kaz02_1283,122.0
kaz02_1284,117.0
kaz02_1285,116.0
kaz02_1286,122.0
kaz02_1287,122.0
kaz02_1288,117.0
kaz02_1289,120.0
kaz02_1290,119.0
kaz02_1291,122.0
kaz02_1292,118.0
kaz02_1293,121.0
kaz02_1294,120.0
kaz02_1295,122.0
kaz02_1296,119.0
kaz02_1297,127.0
kaz02_1298,118.0
kaz02_1299,121.0
kaz02_1300,125.0
kaz02_1301,125.0
kaz02_1302,118.0
kaz02_1303,122.0
kaz02_1304,124.0
kaz02_1305,128.0
kaz02_1306,120.0
kaz02_1307,120.0
kaz02_1308,126.0
kaz02_1309,121.0
kaz02_1310,120.0
kaz02_1311,121.0
kaz02_1312,123.0
kaz02_1313,123.0
kaz02_1314,117.0
kaz02_1315,118.0
kaz02_1316,122.0
kaz02_1317,121.0
kaz02_1318,117.0
kaz02_1319,118.0
kaz02_1320,119.0
kaz02_1321,114.0
kaz02_1322,115.0
kaz02_1323,115.0
kaz02_1324,112.0
kaz02_1325,113.0
kaz02_1326,117.0
kaz02_1327,118.0
kaz02_1328,112.0
kaz02_1329,119.0
kaz02_1330,118.0
kaz02_1331,119.0
kaz02_1332,119.0
kaz02_1333,121.0
kaz02_1334,119.0
kaz02_1335,120.0
kaz02_1336,118.0
kaz02_1337,117.0
kaz02_1338,111.0
kaz02_1339,112.0
kaz02_1340,114.0
kaz02_1341,115.0
kaz02_1342,110.0
kaz02_1343,111.0
kaz02_1344,113.0
kaz02_1345,113.0
kaz02_1346,113.0
kaz02_1347,116.0
kaz02_1348,112.0
kaz02_1349,113.0
kaz02_1350,113.0
kaz02_1351,114.0
kaz02_1352,112.0
kaz02_1353,115.0
kaz02_1354,113.0
kaz02_1355,115.0
kaz02_1356,114.0
kaz02_1357,116.0
kaz02_1358,113.0
kaz02_1359,114.0
kaz02_1360,115.0
kaz02_1361,117.0
kaz02_1362,116.0
kaz02_1363,117.0
kaz02_1364,116.0
kaz02_1365,115.0
kaz02_1366,112.0
kaz02_1367,114.0
kaz02_1368,113.0
kaz02_1369,113.0
kaz02_1370,109.0
kaz02_1371,110.0
kaz02_1372,110.0
kaz02_1373,112.0
kaz02_1374,109.0
kaz02_1375,111.0
kaz02_1376,110.0
kaz02_1377,114.0
kaz02_1378,111.0
kaz02_1379,112.0
kaz02_1380,113.0
kaz02_1381,114.0
kaz02_1382,111.0
kaz02_1383,112.0
kaz02_1384,113.0
kaz02_1385,112.0
kaz02_1386,115.0
kaz02_1387,117.0
kaz02_1388,111.0
kaz02_1389,112.0
kaz02_1390,113.0
kaz02_1391,114.0
kaz02_1392,109.0
kaz02_1393,110.0
kaz02_1394,111.0
kaz02_1395,113.0
kaz02_1396,111.0
kaz02_1397,111.0
kaz02_1398,109.0
kaz02_1399,112.0
kaz02_1400,109.0
kaz02_1401,113.0
kaz02_1402,112.0
kaz02_1403,130.0
kaz02_1404,111.0
kaz02_1405,120.0
kaz02_1406,113.0
kaz02_1407,113.0
kaz02_1408,110.0
kaz02_1409,112.0
kaz02_1410,109.0
kaz02_1411,112.0
kaz02_1412,111.0
kaz02_1413,109.0
kaz02_1414,109.0
kaz02_1415,111.0
kaz02_1416,109.0
kaz02_1417,110.0
kaz02_1418,113.0
kaz02_1419,117.0
kaz02_1420,112.0
kaz02_1421,115.0
kaz02_1422,114.0
kaz02_1423,115.0
kaz02_1424,111.0
kaz02_1425,119.0
kaz02_1426,114.0
kaz02_1427,115.0
kaz02_1428,117.0
kaz02_1429,119.0
kaz02_1430,114.0
kaz02_1431,113.0
kaz02_1432,116.0
kaz02_1433,129.0
kaz02_1434,119.0
kaz02_1435,121.0
kaz02_1436,117.0
kaz02_1437,118.0
kaz02_1438,118.0
kaz02_1439,125.0
kaz02_1440,115.0
kaz02_1441,126.0
kaz02_1442,117.0
kaz02_1443,125.0
kaz02_1444,112.0
kaz02_1445,116.0
kaz02_1446,117.0
kaz02_1447,120.0
kaz02_1448,118.0
kaz02_1449,112.0
kaz02_1450,112.0
kaz02_1451,119.0
kaz02_1452,112.0
kaz02_1453,114.0
kaz02_1454,114.0
kaz02_1455,119.0
kaz02_1456,114.0
kaz02_1457,112.0
kaz02_1458,107.0
kaz02_1459,116.0
kaz02_1460,108.0
kaz02_1461,112.0
kaz02_1462,108.0
kaz02_1463,109.0
kaz02_1464,109.0
kaz02_1465,119.0
kaz02_1466,122.0
kaz02_1467,126.0
kaz02_1468,119.0
kaz02_1469,122.0
kaz02_1470,123.0
kaz02_1471,127.0
kaz02_1472,119.0
kaz02_1473,126.0
kaz02_1474,122.0
kaz02_1475,123.0
kaz02_1476,119.0
kaz02_1477,122.0
kaz02_1478,122.0
kaz02_1479,125.0
kaz02_1480,121.0
kaz02_1481,126.0
kaz02_1482,121.0
kaz02_1483,123.0
kaz02_1484,123.0
kaz02_1485,124.0
kaz02_1486,120.0
kaz02_1487,123.0
kaz02_1488,121.0
kaz02_1489,123.0
kaz02_1490,121.0
kaz02_1491,124.0
kaz02_1492,119.0
kaz02_1493,118.0
kaz02_1494,120.0
kaz02_1495,123.0
kaz02_1496,119.0
kaz02_1497,121.0
kaz02_1498,119.0
kaz02_1499,122.0
kaz02_1500,118.0
kaz02_1501,117.0
kaz02_1502,120.0
kaz02_1503,124.0
kaz02_1504,116.0
kaz02_1505,118.0
kaz02_1506,120.0
kaz02_1507,120.0
kaz02_1508,117.0
kaz02_1509,119.0
kaz02_1510,116.0
kaz02_1511,122.0
kaz02_1512,116.0
kaz02_1513,121.0
kaz02_1514,116.0
kaz02_1515,118.0
kaz02_1516,117.0
kaz02_1517,119.0
kaz02_1518,114.0
kaz02_1519,119.0
kaz02_1520,117.0
kaz02_1521,122.0
kaz02_1522,116.0
kaz02_1523,119.0
kaz02_1524,119.0
kaz02_1525,122.0
kaz02_1526,115.0
kaz02_1527,118.0
kaz02_1528,117.0
kaz02_1529,122.0
kaz02_1530,122.0
kaz02_1531,126.0
kaz02_1532,121.0
kaz02_1533,121.0
kaz02_1534,122.0
kaz02_1535,119.0
kaz02_1536,114.0
kaz02_1537,113.0
kaz02_1538,112.0
kaz02_1539,114.0
kaz02_1540,110.0
kaz02_1541,112.0
kaz02_1542,112.0
kaz02_1543,113.0
kaz02_1544,111.0
kaz02_1545,112.0
kaz02_1546,110.0
kaz02_1547,110.0
kaz02_1548,110.0
kaz02_1549,110.0
kaz02_1550,110.0
kaz02_1551,112.0
kaz02_1552,111.0
kaz02_1553,116.0
kaz02_1554,114.0
kaz02_1555,116.0
kaz02_1556,116.0
kaz02_1557,118.0
kaz02_1558,115.0
kaz02_1559,117.0
kaz02_1560,117.0
kaz02_1561,127.0
kaz02_1562,125.0
kaz02_1563,124.0
kaz02_1564,124.0
kaz02_1565,129.0
kaz02_1566,129.0
kaz02_1567,130.0
kaz02_1568,126.0
kaz02_1569,125.0
kaz02_1570,123.0
kaz02_1571,126.0
kaz02_1572,122.0
kaz02_1573,124.0
kaz02_1574,120.0
kaz02_1575,124.0
kaz02_1576,122.0
kaz02_1577,117.0
kaz02_1578,113.0
kaz02_1579,115.0
kaz02_1580,115.0
kaz02_1581,116.0
kaz02_1582,113.0
kaz02_1583,114.0
kaz02_1584,111.0
kaz02_1585,117.0
kaz02_1586,115.0
kaz02_1587,116.0
kaz02_1588,114.0
kaz02_1589,115.0
kaz02_1590,116.0
kaz02_1591,119.0
kaz02_1592,116.0
kaz02_1593,129.0
kaz02_1594,119.0
kaz02_1595,125.0
kaz02_1596,128.0
kaz02_1597,128.0
kaz02_1598,117.0
kaz02_1599,124.0
kaz02_1600,123.0
kaz02_1601,124.0
kaz02_1602,118.0
kaz02_1603,122.0
kaz02_1604,120.0
kaz02_1605,120.0
kaz02_1606,114.0
kaz02_1607,118.0
kaz02_1608,116.0
kaz02_1609,121.0
kaz02_1610,113.0
kaz02_1611,117.0
kaz02_1612,116.0
kaz02_1613,116.0
kaz02_1614,113.0
kaz02_1615,117.0
kaz02_1616,111.0
kaz02_1617,127.0
kaz02_1618,120.0
kaz02_1619,122.0
kaz02_1620,123.0
kaz02_1621,120.0
kaz02_1622,120.0
kaz02_1623,125.0
kaz02_1624,120.0
kaz02_1625,116.0
kaz02_1626,119.0
kaz02_1627,122.0
kaz02_1628,113.0
kaz02_1629,117.0
kaz02_1630,118.0
kaz02_1631,122.0
kaz02_1632,113.0
kaz02_1633,127.0
kaz02_1634,114.0
kaz02_1635,119.0
kaz02_1636,119.0
kaz02_1637,118.0
kaz02_1638,109.0
